time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-14T08:42:17.120Z,37.1815,-117.2532,9.63,1.16,ml,15,166.16,0.215,,nn,nn00482723,2015-02-14T08:44:00.890Z,"53km NW of Beatty, Nevada",earthquake
2015-02-14T08:37:23.000Z,53.4086,-167.4068,25.2,1.9,ml,,,,0.37,ak,ak11508052,2015-02-20T00:12:27.867Z,"77km SW of Unalaska, Alaska",earthquake
2015-02-14T08:30:37.000Z,54.0784,-164.5486,58.4,2,ml,,,,0.48,ak,ak11513618,2015-02-20T00:12:43.280Z,"80km E of Akutan, Alaska",earthquake
2015-02-14T08:28:01.400Z,19.0137,-68.735,120,3.4,Md,6,345.6,1.63134056,0.11,pr,pr15045002,2015-02-14T16:30:35.632Z,"33km E of Miches, Dominican Republic",earthquake
2015-02-14T08:27:20.367Z,37.1629,-117.2465,10.5935,0.55,ml,10,155.75,0.25,0.1186,nn,nn00483670,2015-02-20T01:02:35.530Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T08:26:28.000Z,63.0656,-151.445,1.6,1.8,ml,,,,0.71,ak,ak11508049,2015-02-20T00:13:15.808Z,"107km NW of Talkeetna, Alaska",earthquake
2015-02-14T08:19:27.500Z,38.8393326,-122.8266678,2.46,0.43,md,8,76,0.006927,0.02,nc,nc72393925,2015-02-14T11:14:02.639Z,"9km WNW of Cobb, California",earthquake
2015-02-14T08:18:52.530Z,37.1783,-117.2548,10.01,1.3,ml,18,142.84,0.197,,nn,nn00482721,2015-02-14T08:20:50.679Z,"53km NW of Beatty, Nevada",earthquake
2015-02-14T08:16:04.494Z,37.1614,-117.2899,11.6571,0.34,ml,6,316.87,0.273,0.0539,nn,nn00484257,2015-02-23T15:39:52.402Z,"54km WNW of Beatty, Nevada",earthquake
2015-02-14T08:12:56.440Z,37.1877,-117.2368,4.6943,0.07,ml,7,170.56,0.263,0.0997,nn,nn00484145,2015-02-22T22:25:54.095Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T08:05:05.033Z,37.1721,-117.2436,10.244,0.07,ml,11,174.17,0.255,0.0809,nn,nn00484144,2015-02-22T22:22:42.585Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T08:04:01.045Z,41.8627,-119.6411,6.8709,1.18,ml,5,222.67,0.147,0.1749,nn,nn00482753,2015-02-14T16:31:44.242Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-14T08:02:01.140Z,38.8040009,-122.8178329,3.53,0.55,md,11,121,0.01011,0.02,nc,nc72393915,2015-02-14T08:31:04.713Z,"6km WNW of The Geysers, California",earthquake
2015-02-14T08:00:19.850Z,37.1692,-117.2547,17.52,1.9,ml,30,125.82,0.206,,nn,nn00482718,2015-02-14T08:02:35.142Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T07:59:25.330Z,37.643,-118.7753333,11.73,0.98,md,29,106,0.04742,0.03,nc,nc72393910,2015-02-17T19:33:06.891Z,"17km E of Mammoth Lakes, California",earthquake
2015-02-14T07:59:12.520Z,38.8051682,-122.8181686,3.59,0.52,md,17,118,0.009362,0.02,nc,nc72393905,2015-02-14T10:31:07.455Z,"6km WNW of The Geysers, California",earthquake
2015-02-14T07:55:51.920Z,37.1437,-117.263,17.92,1.56,ml,27,141.33,0.197,,nn,nn00482716,2015-02-14T07:57:58.599Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T07:42:03.861Z,37.173,-117.2374,5.6799,0.17,ml,7,167.07,0.252,0.0709,nn,nn00484130,2015-02-22T21:02:52.805Z,"51km NW of Beatty, Nevada",earthquake
2015-02-14T07:38:16.294Z,37.155,-117.2539,10.533,0.11,ml,10,311.47,0.248,0.0866,nn,nn00484128,2015-02-22T20:56:36.375Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T07:36:57.000Z,61.7904,-149.7007,35.2,1.4,ml,,,,0.44,ak,ak11508047,2015-02-20T00:13:15.183Z,"18km ENE of Willow, Alaska",earthquake
2015-02-14T07:34:05.240Z,37.1113,-117.1122,7,0.76,ml,9,257.4,0.131,,nn,nn00482714,2015-02-14T07:35:37.042Z,"38km NW of Beatty, Nevada",earthquake
2015-02-14T07:29:39.710Z,34.0176667,-116.4456667,0.9,1.94,ml,69,54,0.06925,0.17,ci,ci37316408,2015-02-18T00:57:03.547Z,"8km NE of Desert Hot Springs, California",earthquake
2015-02-14T07:27:20.543Z,37.1544,-117.2579,9.8873,0.1,ml,11,169.62,0.25,0.0869,nn,nn00484125,2015-02-22T20:31:55.701Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T07:24:37.900Z,37.1385,-117.2752,16.89,1.73,ml,29,131.39,0.172,,nn,nn00482713,2015-02-14T07:26:56.802Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T07:21:02.751Z,37.1713,-117.2538,10.8313,0.49,ml,14,166.26,0.26,0.1232,nn,nn00484123,2015-02-22T20:04:07.695Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T07:19:12.969Z,37.1701,-117.2519,7.7069,0.07,ml,7,177.76,0.258,0.1079,nn,nn00484119,2015-02-22T19:57:43.232Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T07:15:57.480Z,37.1399,-117.2551,9.4349,0.16,ml,11,158.78,0.238,0.1448,nn,nn00484118,2015-02-22T19:48:23.737Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T07:13:31.917Z,37.1155,-117.2434,16.3618,0.12,ml,8,292.71,0.215,0.1009,nn,nn00484117,2015-02-22T19:42:01.491Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-14T07:10:41.000Z,63.3007,-151.2644,8.2,1.4,ml,,,,0.67,ak,ak11508042,2015-02-20T00:13:17.274Z,"116km W of Cantwell, Alaska",earthquake
2015-02-14T07:08:07.000Z,63.0416,-151.5148,9.9,1.1,ml,,,,0.76,ak,ak11508043,2015-02-20T00:12:27.248Z,"107km NW of Talkeetna, Alaska",earthquake
2015-02-14T07:06:52.900Z,33.5958333,-116.8183333,10,0.42,ml,21,71,0.04202,0.11,ci,ci37316392,2015-02-18T00:43:38.414Z,"14km WNW of Anza, California",earthquake
2015-02-14T06:58:09.250Z,32.9131667,-116.3365,9.47,1.03,ml,22,74,0.07091,0.28,ci,ci37316384,2015-02-18T00:37:23.385Z,"21km ENE of Pine Valley, California",earthquake
2015-02-14T06:57:07.870Z,37.0648333,-121.8116667,11.19,0.73,md,17,69,0.04711,0.06,nc,nc72393895,2015-02-20T00:22:02.436Z,"5km NE of Day Valley, California",earthquake
2015-02-14T06:56:15.000Z,53.4605,-167.4016,13.1,1.6,ml,,,,0.49,ak,ak11513613,2015-02-20T00:12:42.565Z,"73km SW of Unalaska, Alaska",earthquake
2015-02-14T06:55:46.180Z,37.1823,-117.248,8.1524,2.47,ml,33,78.67,0.209,0.221,nn,nn00482710,2015-02-14T16:10:27.880Z,"53km NW of Beatty, Nevada",earthquake
2015-02-14T06:54:12.794Z,37.177,-117.2449,9.6862,1.85,ml,26,78.34,0.205,0.2148,nn,nn00482709,2015-02-14T15:59:26.874Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T06:51:34.850Z,37.1547,-117.2448,15.43,0.99,ml,10,174.02,0.275,,nn,nn00482708,2015-02-14T06:53:09.405Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T06:50:46.480Z,37.1072,-117.186,7,1.2,ml,7,229.73,0.195,,nn,nn00482707,2015-02-14T06:52:12.710Z,"43km WNW of Beatty, Nevada",earthquake
2015-02-14T06:50:16.420Z,46.2358333,-122.079,10.16,0.05,md,9,252,0.04102,0.09,uw,uw60968571,2015-02-17T03:19:54.030Z,"38km SSE of Morton, Washington",earthquake
2015-02-14T06:47:16.000Z,64.7378,-152.7194,9.1,1.3,ml,,,,0.86,ak,ak11513612,2015-02-20T00:12:41.935Z,"57km SSW of Tanana, Alaska",earthquake
2015-02-14T06:44:06.358Z,37.1308,-117.2668,16.0296,1.31,ml,14,147.1,0.157,0.2054,nn,nn00482705,2015-02-14T15:47:56.864Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T06:41:39.250Z,37.0978,-117.1408,11.63,1.24,ml,8,188.1,0.142,,nn,nn00482704,2015-02-14T06:43:04.665Z,"39km WNW of Beatty, Nevada",earthquake
2015-02-14T06:40:31.224Z,37.1323,-117.2202,13.4861,0.22,ml,11,267.09,0.213,0.1374,nn,nn00484058,2015-02-22T09:14:22.133Z,"47km WNW of Beatty, Nevada",earthquake
2015-02-14T06:37:58.931Z,39.6222,-120.6348,15.8118,0.4,ml,3,187.43,0.309,0.0466,nn,nn00482758,2015-02-14T16:50:41.818Z,"17km ENE of Downieville, California",earthquake
2015-02-14T06:31:56.935Z,37.1292,-117.2353,13.5424,0.44,ml,7,302.82,0.219,0.1066,nn,nn00484057,2015-02-22T09:01:53.773Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-14T06:15:58.176Z,37.1954,-117.2548,9.466,1.58,ml,22,146.11,0.218,0.2271,nn,nn00482700,2015-02-14T15:44:28.555Z,"54km NW of Beatty, Nevada",earthquake
2015-02-14T06:13:48.429Z,37.1594,-117.2545,10.2177,0.18,ml,10,154.7,0.251,0.1399,nn,nn00484053,2015-02-22T08:27:59.488Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T06:11:47.210Z,33.2891667,-116.2496667,9.17,0.96,ml,40,81,0.09628,0.2,ci,ci37316376,2015-02-18T00:31:48.329Z,"12km ENE of Borrego Springs, California",earthquake
2015-02-14T06:11:15.890Z,37.1056,-117.2457,16.7931,0.27,ml,9,283.07,0.211,0.1007,nn,nn00484051,2015-02-22T08:15:28.795Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-14T06:07:06.169Z,37.1214,-117.2425,14.115,0.5,ml,12,283.04,0.219,0.1393,nn,nn00484050,2015-02-22T08:02:56.888Z,"49km WNW of Beatty, Nevada",earthquake
2015-02-14T06:05:57.952Z,37.1181,-117.222,13.969,0.62,ml,8,248.3,0.204,0.0959,nn,nn00484049,2015-02-22T07:47:17.201Z,"47km WNW of Beatty, Nevada",earthquake
2015-02-14T06:04:35.550Z,34.0973333,-117.8543333,15.1,1.16,ml,18,153,0.03959,0.19,ci,ci37316368,2015-02-18T00:10:48.175Z,"1km SW of Charter Oak, California",earthquake
2015-02-14T06:03:18.299Z,37.161,-117.2481,11.5107,0.27,ml,10,163.97,0.249,0.1207,nn,nn00484045,2015-02-22T07:22:36.499Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T05:57:51.130Z,33.2906667,-116.249,9.24,1.3,ml,45,38,0.0978,0.19,ci,ci37316360,2015-02-18T00:05:43.146Z,"12km ENE of Borrego Springs, California",earthquake
2015-02-14T05:57:49.000Z,63.4559,-147.9634,79.1,2.1,ml,,,,0.43,ak,ak11508023,2015-02-20T00:13:16.513Z,"49km E of Cantwell, Alaska",earthquake
2015-02-14T05:55:10.643Z,37.1922,-117.2379,0,0.25,ml,5,184.1,0.267,0.156,nn,nn00484044,2015-02-22T07:06:56.534Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T05:49:08.250Z,36.1888333,-117.8748333,2.63,0.56,ml,8,240,0.07277,0.13,ci,ci37316352,2015-02-17T23:58:38.087Z,"16km SE of Olancha, California",earthquake
2015-02-14T05:48:24.740Z,36.1885,-117.877,2.77,0.63,ml,8,240,0.07286,0.1,ci,ci37316344,2015-02-17T23:55:33.069Z,"16km SE of Olancha, California",earthquake
2015-02-14T05:47:53.700Z,38.8209991,-122.7975006,2.59,1.01,md,21,48,0.01011,0.03,nc,nc72393855,2015-02-14T06:40:01.778Z,"6km W of Cobb, California",earthquake
2015-02-14T05:46:31.000Z,63.4046,-151.2216,1,0.6,ml,,,,0.53,ak,ak11513610,2015-02-20T00:12:41.358Z,"113km W of Cantwell, Alaska",earthquake
2015-02-14T05:42:42.174Z,37.1697,-117.246,11.162,0.18,ml,9,157.51,0.254,0.0986,nn,nn00484041,2015-02-22T06:35:54.747Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T05:38:23.211Z,37.1104,-117.2421,14.285,0.48,ml,10,142.84,0.151,0.1268,nn,nn00484040,2015-02-22T06:20:25.045Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-14T05:36:22.001Z,37.1608,-117.2468,9.6873,0.34,ml,9,163.96,0.248,0.1136,nn,nn00484034,2015-02-22T05:34:12.450Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T05:30:04.287Z,37.1733,-117.2427,10.0107,0.18,ml,8,316.01,0.255,0.0826,nn,nn00484032,2015-02-22T05:03:23.068Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T05:22:44.431Z,37.1529,-117.2347,11.2486,0.11,ml,6,153.41,0.236,0.0832,nn,nn00484027,2015-02-22T04:35:03.163Z,"50km WNW of Beatty, Nevada",earthquake
2015-02-14T05:19:48.234Z,37.1362,-117.2654,15.7662,1.63,ml,11,148.5,0.162,0.1462,nn,nn00482687,2015-02-14T15:37:23.907Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T05:19:03.000Z,51.5592,-178.0844,13,2.2,ml,,,,0.43,ak,ak11513609,2015-02-20T00:12:40.744Z,"36km S of Tanaga Volcano, Alaska",earthquake
2015-02-14T05:11:37.792Z,37.1521,-117.2676,11.1527,0.31,ml,9,172.28,0.254,0.1379,nn,nn00484021,2015-02-22T04:10:22.995Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T05:10:20.000Z,63.4649,-151.2305,3.6,1.9,ml,,,,0.7,ak,ak11507999,2015-02-20T00:13:18.427Z,"114km W of Cantwell, Alaska",earthquake
2015-02-14T05:08:30.500Z,19.3928,-155.2515,2.5,2.3,Ml,,50.4,0.01796631,0.07,hv,hv60851306,2015-02-14T07:13:11.089Z,"4km SSW of Volcano, Hawaii",earthquake
2015-02-14T05:08:26.144Z,37.1521,-117.256,14.9696,1.58,ml,15,160.4,0.179,0.1311,nn,nn00482684,2015-02-18T21:16:14.952Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T05:08:26.144Z,37.1521,-117.256,14.9697,1.58,ml,15,160.4,0.179,0.1311,nn,nn00484110,2015-02-22T18:58:56.168Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T05:06:33.716Z,37.1725,-117.2541,9.2789,0.46,ml,11,166.54,0.261,0.0826,nn,nn00484020,2015-02-22T03:57:59.159Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T05:05:37.000Z,60.815,-143.2844,10.1,1.2,ml,,,,0.58,ak,ak11507998,2015-02-20T18:26:59.417Z,"95km NNW of Cape Yakataga, Alaska",earthquake
2015-02-14T05:05:31.979Z,37.1362,-117.2554,14.7801,0.51,ml,9,157.92,0.236,0.1092,nn,nn00484017,2015-02-22T03:45:32.767Z,"50km WNW of Beatty, Nevada",earthquake
2015-02-14T05:03:42.235Z,37.1287,-117.2301,14.2203,0.13,ml,10,299.39,0.216,0.1334,nn,nn00484016,2015-02-22T03:33:07.446Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-14T05:01:21.480Z,37.4068333,-113.8473333,9.73,0.99,md,8,129,0.264,0.13,uu,uu60101887,2015-02-18T21:06:36.760Z,"21km SSW of Enterprise, Utah",earthquake
2015-02-14T04:54:49.530Z,-15.5069,-174.3435,144.46,4.4,mb,,104,2.947,0.41,us,usb000tpa9,2015-02-14T12:57:22.244Z,"80km NW of Hihifo, Tonga",earthquake
2015-02-14T04:54:25.300Z,18.9838,-155.4485,40.6,2,Md,,223.2,0.1706799,0.1,hv,hv60851291,2015-02-14T06:38:05.074Z,"24km S of Pahala, Hawaii",earthquake
2015-02-14T04:53:29.821Z,37.1576,-117.2628,13.3057,2.83,ml,18,76.07,0.182,0.1444,nn,nn00482679,2015-02-14T05:26:02.762Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T04:52:51.309Z,37.1183,-117.2746,16.3369,0.74,ml,10,143.72,0.237,0.1542,nn,nn00482678,2015-02-14T05:31:57.767Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T04:52:43.336Z,39.4574,-119.8905,7.6489,0.45,ml,16,65.98,0.05,0.108,nn,nn00482694,2015-02-14T06:13:13.513Z,"6km SSE of Mogul, Nevada",earthquake
2015-02-14T04:51:05.000Z,63.5184,-151.1698,12.1,1.3,ml,,,,0.62,ak,ak11507996,2015-02-20T00:13:19.651Z,"111km W of Cantwell, Alaska",earthquake
2015-02-14T04:49:42.074Z,37.1408,-117.2542,15.0799,1.01,ml,11,159.03,0.17,0.1254,nn,nn00484011,2015-02-22T03:17:37.093Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T04:48:38.000Z,51.7467,179.63,101.3,2.4,ml,,,,0.3,ak,ak11513605,2015-02-20T00:12:40.183Z,"22km S of Semisopochnoi Island, Alaska",earthquake
2015-02-14T04:48:33.892Z,37.162,-117.2621,14.8956,2.55,ml,22,55.73,0.186,0.148,nn,nn00482676,2015-02-14T12:51:14.006Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T04:48:03.358Z,41.8497,-119.6575,3.9682,1.47,ml,4,224.48,0.147,0.066,nn,nn00483967,2015-02-21T20:57:18.370Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-14T04:47:19.210Z,44.4508333,-74.824,5,1.93,ml,20,79,0.2413,0.34,ld,ld60041708,2015-02-17T22:23:10.310Z,"21km SSE of Hannawa Falls, New York",earthquake
2015-02-14T04:43:17.943Z,37.1603,-117.2508,4.87,0.37,ml,10,163.72,0.25,0.1423,nn,nn00483965,2015-02-21T20:47:58.051Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T04:39:32.200Z,18.2418,-66.3095,12,2.7,Md,12,144,0.22457882,0.38,pr,pr15045000,2015-02-15T00:21:40.040Z,"5km W of Palomas, Puerto Rico",earthquake
2015-02-14T04:35:22.008Z,37.1449,-117.2632,8.1773,0.5,ml,9,167.21,0.246,0.0764,nn,nn00483963,2015-02-21T20:29:18.191Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T04:34:10.195Z,41.8523,-119.649,4.0758,1.38,ml,4,224.21,0.15,0.1534,nn,nn00483962,2015-02-21T20:19:53.154Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-14T04:33:44.348Z,37.1766,-117.244,9.4958,0.2,ml,9,179.78,0.258,0.1044,nn,nn00482671,2015-02-14T04:45:59.854Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T04:33:12.450Z,33.6223333,-116.6788333,14.84,0.46,ml,18,100,0.04873,0.1,ci,ci37316328,2015-02-17T23:48:53.003Z,"8km N of Anza, California",earthquake
2015-02-14T04:32:03.575Z,37.1362,-117.258,15.5733,0.22,ml,11,157.82,0.238,0.1114,nn,nn00483961,2015-02-21T20:16:41.196Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T04:30:49.363Z,37.1897,-117.2368,8.2072,1.57,ml,14,171.03,0.22,0.1393,nn,nn00482670,2015-02-14T04:55:46.179Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T04:28:25.416Z,37.1784,-117.2397,6.6897,0.16,ml,10,175.71,0.257,0.0805,nn,nn00483960,2015-02-21T20:10:18.973Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T04:25:15.030Z,34.017,-116.4438333,0.62,2.66,ml,88,21,0.06875,0.21,ci,ci37316320,2015-02-14T19:59:29.634Z,"8km NE of Desert Hot Springs, California",earthquake
2015-02-14T04:24:01.755Z,37.1578,-117.2593,12.2409,1.25,ml,16,140.86,0.183,0.1489,nn,nn00482668,2015-02-16T22:37:56.037Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T04:23:17.320Z,46.426,-119.2703333,0.4,0.77,md,11,158,0.01317,0.18,uw,uw60968481,2015-02-17T03:41:43.620Z,"15km N of Richland, Washington",earthquake
2015-02-14T04:21:15.014Z,37.1507,-117.2485,16.4553,1.05,ml,16,139.97,0.181,0.188,nn,nn00482667,2015-02-14T15:27:12.024Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T04:20:31.902Z,37.153,-117.2545,10.2208,0.48,ml,14,161.88,0.247,0.1461,nn,nn00483959,2015-02-21T20:04:00.450Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T04:19:52.285Z,37.1579,-117.2541,11.7702,0.38,ml,12,170.55,0.25,0.0835,nn,nn00483956,2015-02-21T19:54:32.857Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T04:17:35.586Z,37.1897,-117.2452,0,0.26,ml,5,183.18,0.269,0.0672,nn,nn00484010,2015-02-22T02:58:59.823Z,"53km NW of Beatty, Nevada",earthquake
2015-02-14T04:15:30.690Z,38.8231659,-122.8413315,2.34,0.99,md,19,71,0.004923,0.02,nc,nc72393810,2015-02-14T05:14:02.229Z,"8km NW of The Geysers, California",earthquake
2015-02-14T04:14:22.000Z,64.4126,-147.9377,17.8,0.3,ml,,,,0.48,ak,ak11507981,2015-02-20T00:12:26.523Z,"47km SSW of Badger, Alaska",earthquake
2015-02-14T04:14:13.167Z,37.1695,-117.227,10.4466,0.26,ml,9,306.63,0.244,0.1207,nn,nn00484009,2015-02-22T02:52:45.345Z,"50km NW of Beatty, Nevada",earthquake
2015-02-14T04:12:09.650Z,37.1762,-117.2505,7,0.88,ml,8,203.1,0.366,,nn,nn00482664,2015-02-14T04:13:32.426Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T04:05:31.577Z,37.1481,-117.2475,11.6699,0.25,ml,4,172.17,0.239,0.0411,nn,nn00483834,2015-02-21T01:07:05.418Z,"50km WNW of Beatty, Nevada",earthquake
2015-02-14T04:05:13.700Z,18.9762,-155.4513,40.7,2,Md,,262.8,0.17966306,0.11,hv,hv60851261,2015-02-14T12:07:51.802Z,"25km S of Pahala, Hawaii",earthquake
2015-02-14T04:04:46.192Z,37.192,-117.2323,6.5717,0.46,ml,11,171.63,0.265,0.0921,nn,nn00483823,2015-02-21T00:18:32.775Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T04:02:39.813Z,37.1572,-117.2535,16.7231,1.28,ml,14,153.51,0.185,0.1373,nn,nn00482662,2015-02-14T15:23:33.484Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T03:59:56.700Z,18.2724,-66.2795,14,2.1,Md,4,158.4,0.18954452,0.2,pr,pr15045001,2015-02-14T07:55:37.700Z,"4km SW of Naranjito, Puerto Rico",earthquake
2015-02-14T03:58:20.000Z,61.2271,-150.2669,27.7,1.6,ml,,,,0.61,ak,ak11507960,2015-02-20T00:11:59.156Z,"19km W of Anchorage, Alaska",earthquake
2015-02-14T03:57:46.738Z,37.1521,-117.2578,14.1674,2.47,ml,19,75.8,0.179,0.1381,nn,nn00482661,2015-02-14T12:00:12.700Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T03:51:25.000Z,63.158,-149.7365,93.3,1.6,ml,,,,0.38,ak,ak11507958,2015-02-20T00:12:00.442Z,"47km WSW of Cantwell, Alaska",earthquake
2015-02-14T03:50:23.889Z,37.1788,-117.2405,10.918,0.07,ml,6,180.47,0.258,0.059,nn,nn00483830,2015-02-21T00:45:16.450Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T03:46:27.499Z,37.1264,-117.2554,15.4742,0.4,ml,7,146.33,0.23,0.14,nn,nn00483507,2015-02-18T18:55:54.391Z,"50km WNW of Beatty, Nevada",earthquake
2015-02-14T03:42:00.792Z,37.1536,-117.2635,15.2167,2.24,ml,17,140.25,0.178,0.1386,nn,nn00482656,2015-02-14T04:39:40.294Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T03:40:57.360Z,36.7114,-116.317,9.1386,0.9,ml,13,72.02,0.086,0.1186,nn,nn00483505,2015-02-18T18:40:11.967Z,"45km ESE of Beatty, Nevada",earthquake
2015-02-14T03:40:27.037Z,37.1573,-117.2644,16.8868,1.03,ml,10,153.52,0.181,0.1809,nn,nn00482655,2015-02-14T15:19:56.121Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T03:37:57.000Z,60.0084,-152.4345,92.7,1.4,ml,,,,0.44,ak,ak11513601,2015-02-20T00:12:39.450Z,"42km NW of Anchor Point, Alaska",earthquake
2015-02-14T03:37:43.259Z,37.1741,-117.2455,6.7116,0.56,ml,13,158.65,0.202,0.1223,nn,nn00483821,2015-02-21T00:08:53.401Z,"52km NW of Beatty, Nevada",earthquake
2015-02-14T03:36:24.854Z,37.167,-117.2478,8.7814,0.9,ml,11,165.38,0.195,0.1364,nn,nn00483818,2015-02-20T23:47:02.916Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T03:35:50.000Z,63.3068,-151.7592,5,1,ml,,,,0.55,ak,ak11513600,2015-02-20T00:12:38.704Z,"138km NW of Talkeetna, Alaska",earthquake
2015-02-14T03:35:08.783Z,39.2415,-120.0919,6.8858,0.1,ml,4,154.47,0.043,0.0423,nn,nn00484005,2015-02-22T02:34:13.151Z,"3km W of Tahoe Vista, California",earthquake
2015-02-14T03:34:02.820Z,37.159,-117.2565,17.72,2.99,ml,42,81.86,0.26,,nn,nn00482654,2015-02-14T11:36:34.791Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-14T03:29:49.154Z,37.1298,-117.2412,11,0.79,ml,13,147.55,0.167,0.1807,nn,nn00483499,2015-02-18T18:26:23.531Z,"49km WNW of Beatty, Nevada",earthquake
2015-02-14T03:29:08.770Z,37.1517,-117.2293,4.23,0.86,ml,10,222.51,0.189,,nn,nn00482653,2015-02-14T03:30:51.222Z,"49km WNW of Beatty, Nevada",earthquake
2015-02-14T03:27:58.529Z,37.1201,-117.2463,13.5006,0.22,ml,11,145.05,0.157,0.1335,nn,nn00483490,2015-02-18T17:41:53.368Z,"49km WNW of Beatty, Nevada",earthquake
2015-02-14T03:27:34.910Z,38.823,-122.8318333,2.86,1.26,md,45,35,0.0025,0.06,nc,nc72393775,2015-02-14T08:23:04.384Z,"8km NW of The Geysers, California",earthquake
2015-02-14T03:23:31.990Z,37.1465,-117.2585,12.2308,0.32,ml,9,171.25,0.245,0.1722,nn,nn00483484,2015-02-18T17:07:32.426Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-14T03:23:06.467Z,37.1256,-117.2235,13.9287,0.3,ml,10,249.19,0.21,0.1348,nn,nn00483483,2015-02-18T17:01:03.787Z,"47km WNW of Beatty, Nevada",earthquake
2015-02-14T03:22:29.221Z,37.1324,-117.2428,16.2482,0.48,ml,8,272.2,0.226,0.1121,nn,nn00483481,2015-02-18T16:51:34.530Z,"49km WNW of Beatty, Nevada",earthquake
2015-02-14T03:21:28.110Z,37.1141,-117.2408,14.6216,0.77,ml,9,213.73,0.155,0.0842,nn,nn00483480,2015-02-18T16:45:09.786Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-14T03:19:48.495Z,37.1295,-117.2504,16.8995,0.49,ml,6,167.23,0.162,0.1428,nn,nn00483479,2015-02-18T16:38:40.182Z,"50km WNW of Beatty, Nevada",earthquake
2015-02-14T03:19:30.620Z,37.1257,-117.2377,14.2401,0.49,ml,7,271.08,0.218,0.1331,nn,nn00483477,2015-02-18T16:35:27.835Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-14T03:17:54.359Z,39.3332,-119.968,0,0.1,ml,3,223.22,0.067,0.077,nn,nn00483476,2015-02-18T16:22:54.988Z,"9km N of Incline Village, Nevada",earthquake
2015-02-14T03:17:44.000Z,63.8796,-146.7489,8,1,ml,,,,0.8,ak,ak11513599,2015-02-20T00:12:38.020Z,"52km WSW of Delta Junction, Alaska",earthquake
